discipline,asset_kind,part_no,name,manufacturer,series,device_kind,poles,current_a,curve,u_n_v,i_cn_ka,frame_a,ac3_current_a,kw_max_400,fl_min_a,fl_max_a,ratio,primary_a,secondary_a,gltf_key,tags
electrical,component_3d,LMZJ1-0.5 50/5,CT LMZJ1-0.5 50/5,CHINT,LMZJ1,CT,,,,,,,,,,,50/5,50,5,rnd-3d-assets/chint/LMZJ1_50_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 75/5,CT LMZJ1-0.5 75/5,CHINT,LMZJ1,CT,,,,,,,,,,,75/5,75,5,rnd-3d-assets/chint/LMZJ1_75_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 100/5,CT LMZJ1-0.5 100/5,CHINT,LMZJ1,CT,,,,,,,,,,,100/5,100,5,rnd-3d-assets/chint/LMZJ1_100_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 150/5,CT LMZJ1-0.5 150/5,CHINT,LMZJ1,CT,,,,,,,,,,,150/5,150,5,rnd-3d-assets/chint/LMZJ1_150_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 200/5,CT LMZJ1-0.5 200/5,CHINT,LMZJ1,CT,,,,,,,,,,,200/5,200,5,rnd-3d-assets/chint/LMZJ1_200_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 250/5,CT LMZJ1-0.5 250/5,CHINT,LMZJ1,CT,,,,,,,,,,,250/5,250,5,rnd-3d-assets/chint/LMZJ1_250_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 300/5,CT LMZJ1-0.5 300/5,CHINT,LMZJ1,CT,,,,,,,,,,,300/5,300,5,rnd-3d-assets/chint/LMZJ1_300_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 400/5,CT LMZJ1-0.5 400/5,CHINT,LMZJ1,CT,,,,,,,,,,,400/5,400,5,rnd-3d-assets/chint/LMZJ1_400_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 500/5,CT LMZJ1-0.5 500/5,CHINT,LMZJ1,CT,,,,,,,,,,,500/5,500,5,rnd-3d-assets/chint/LMZJ1_500_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 600/5,CT LMZJ1-0.5 600/5,CHINT,LMZJ1,CT,,,,,,,,,,,600/5,600,5,rnd-3d-assets/chint/LMZJ1_600_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 800/5,CT LMZJ1-0.5 800/5,CHINT,LMZJ1,CT,,,,,,,,,,,800/5,800,5,rnd-3d-assets/chint/LMZJ1_800_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 1000/5,CT LMZJ1-0.5 1000/5,CHINT,LMZJ1,CT,,,,,,,,,,,1000/5,1000,5,rnd-3d-assets/chint/LMZJ1_1000_5.glb,"CT,LMZJ1"
electrical,component_3d,LMZJ1-0.5 1250/5,CT LMZJ1-0.5 1250/5,CHINT,LMZJ1,CT,,,,,,,,,,,1250/5,1250,5,rnd-3d-assets/chint/LMZJ1_1250_5.glb,"CT,LMZJ1"
electrical,component_3d,S203M-C-C6,MCB S203M-C-C6 3P,ABB,S203,MCB,3,6,C,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-C6.glb,MCB,S203,3P,C
electrical,component_3d,S203M-C-C16,MCB S203M-C-C16 3P,ABB,S203,MCB,3,16,C,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-C16.glb,MCB,S203,3P,C
electrical,component_3d,S203M-C-C32,MCB S203M-C-C32 3P,ABB,S203,MCB,3,32,C,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-C32.glb,MCB,S203,3P,C
electrical,component_3d,S203M-C-C63,MCB S203M-C-C63 3P,ABB,S203,MCB,3,63,C,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-C63.glb,MCB,S203,3P,C
electrical,component_3d,S203M-C-D6,MCB S203M-C-D6 3P,ABB,S203,MCB,3,6,D,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-D6.glb,MCB,S203,3P,D
electrical,component_3d,S203M-C-D16,MCB S203M-C-D16 3P,ABB,S203,MCB,3,16,D,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-D16.glb,MCB,S203,3P,D
electrical,component_3d,S203M-C-D32,MCB S203M-C-D32 3P,ABB,S203,MCB,3,32,D,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-D32.glb,MCB,S203,3P,D
electrical,component_3d,S203M-C-D63,MCB S203M-C-D63 3P,ABB,S203,MCB,3,63,D,400,10,,,,,,,,,rnd-3d-assets/abb/S203M-C-D63.glb,MCB,S203,3P,D
electrical,component_3d,AF09-30-10,Contactor AF09-30-10,ABB,AF,Contactor,3,,,,,,9,4,,,,,,rnd-3d-assets/abb/AF09-30-10.glb,Contactor,AF09-30-10
electrical,component_3d,A9F89-C6,MCB A9F89-C6 3P,Schneider,iC60H,MCB,3,6,C,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-C6.glb,MCB,iC60H,3P,C
electrical,component_3d,A9F89-C16,MCB A9F89-C16 3P,Schneider,iC60H,MCB,3,16,C,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-C16.glb,MCB,iC60H,3P,C
electrical,component_3d,A9F89-C32,MCB A9F89-C32 3P,Schneider,iC60H,MCB,3,32,C,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-C32.glb,MCB,iC60H,3P,C
electrical,component_3d,A9F89-C63,MCB A9F89-C63 3P,Schneider,iC60H,MCB,3,63,C,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-C63.glb,MCB,iC60H,3P,C
electrical,component_3d,A9F89-D6,MCB A9F89-D6 3P,Schneider,iC60H,MCB,3,6,D,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-D6.glb,MCB,iC60H,3P,D
electrical,component_3d,A9F89-D16,MCB A9F89-D16 3P,Schneider,iC60H,MCB,3,16,D,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-D16.glb,MCB,iC60H,3P,D
electrical,component_3d,A9F89-D32,MCB A9F89-D32 3P,Schneider,iC60H,MCB,3,32,D,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-D32.glb,MCB,iC60H,3P,D
electrical,component_3d,A9F89-D63,MCB A9F89-D63 3P,Schneider,iC60H,MCB,3,63,D,400,10,,,,,,,,,rnd-3d-assets/schneider/A9F89-D63.glb,MCB,iC60H,3P,D
electrical,component_3d,LC1D09,Contactor LC1D09,Schneider,TeSys-D,Contactor,3,,,,,,9,4,,,,,,rnd-3d-assets/schneider/LC1D09.glb,Contactor,LC1D09
